DR_NO;Date Rptd;AREA NAME;Crm Cd Desc
231609981;07/11/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231605488;02/15/2023 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
231615207;12/20/2023 12:00:00 AM;Foothill   ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
231606353;03/17/2023 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
231608576;05/26/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231607104;04/09/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231611388;08/21/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231612093;09/12/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231607888;05/02/2023 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
231604517;01/16/2023 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
231606375;03/17/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231613000;10/13/2023 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
231610295;07/20/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231611538;08/25/2023 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
231611000;08/12/2023 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
231604050;01/03/2023 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
231604561;01/18/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231604312;01/07/2023 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
231615314;12/24/2023 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
231613483;10/30/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231614480;11/28/2023 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
231614625;12/02/2023 12:00:00 AM;Foothill   ;VIOLATION OF TEMPORARY RESTRAINING ORDER                
231606876;04/02/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231614124;11/16/2023 12:00:00 AM;Foothill   ;FAILURE TO YIELD                                        
231609334;06/20/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231615459;12/29/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231605175;02/05/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
241605412;02/16/2024 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
231608959;06/08/2023 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
231604205;01/07/2023 12:00:00 AM;Foothill   ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
231610213;07/18/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231608493;05/23/2023 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
231606077;03/08/2023 12:00:00 AM;Foothill   ;ROBBERY                                                 
231612007;09/09/2023 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
231604981;01/31/2023 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
231607123;04/09/2023 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
231604242;01/08/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231614847;12/11/2023 12:00:00 AM;Foothill   ;ROBBERY                                                 
231609675;06/30/2023 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
231600836;11/22/2023 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
231614603;12/02/2023 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
241606341;03/14/2024 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
231609279;06/17/2023 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
231605554;02/17/2023 12:00:00 AM;Foothill   ;DOCUMENT FORGERY / STOLEN FELONY                        
231614226;11/20/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231605173;02/05/2023 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
231605359;02/10/2023 12:00:00 AM;Foothill   ;OTHER MISCELLANEOUS CRIME                               
231610375;07/23/2023 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
231605530;02/17/2023 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
231613029;10/14/2023 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
231610573;07/29/2023 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
231612599;09/28/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231607038;04/07/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231609440;06/23/2023 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
231614469;11/28/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231605552;02/17/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
241606281;03/12/2024 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231614607;12/02/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231604894;01/29/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231606059;03/07/2023 12:00:00 AM;Foothill   ;EXTORTION                                               
231606017;03/06/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231608449;05/22/2023 12:00:00 AM;Foothill   ;ROBBERY                                                 
231612332;09/20/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231614063;11/13/2023 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
231606393;03/18/2023 12:00:00 AM;Foothill   ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
231606838;04/01/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231604085;01/04/2023 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
231605421;02/13/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231610532;07/28/2023 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
231612051;09/11/2023 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
231604997;02/01/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231615495;12/31/2023 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
231608978;06/08/2023 12:00:00 AM;Foothill   ;SEX OFFENDER REGISTRANT OUT OF COMPLIANCE               
231613875;11/09/2023 12:00:00 AM;Foothill   ;VEHICLE - ATTEMPT STOLEN                                
231612039;09/12/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231607887;05/02/2023 12:00:00 AM;Foothill   ;RAPE, FORCIBLE                                          
231604501;01/16/2023 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
231612760;10/06/2023 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
231613647;11/01/2023 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
231610777;08/04/2023 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
231604803;01/26/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231615245;12/21/2023 12:00:00 AM;Foothill   ;TRESPASSING                                             
231611450;08/21/2023 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
231610169;07/16/2023 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
231605965;03/04/2023 12:00:00 AM;Foothill   ;KIDNAPPING                                              
231606927;04/03/2023 12:00:00 AM;Foothill   ;ROBBERY                                                 
231614786;12/08/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231612644;10/01/2023 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
231609652;06/29/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231606396;03/18/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231604821;01/27/2023 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
231606036;03/06/2023 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
231606288;03/15/2023 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
231613772;11/05/2023 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
231610391;07/21/2023 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
231613025;10/14/2023 12:00:00 AM;Foothill   ;OTHER MISCELLANEOUS CRIME                               
231611541;08/25/2023 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
231607745;04/27/2023 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
231612585;09/29/2023 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
231605384;02/11/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231608097;05/09/2023 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
231615197;12/18/2023 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
231604913;01/30/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231612256;09/18/2023 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
231609283;06/18/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231606987;04/05/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231609812;07/05/2023 12:00:00 AM;Foothill   ;OTHER ASSAULT                                           
231613737;11/04/2023 12:00:00 AM;Foothill   ;ARSON                                                   
231609132;05/27/2023 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
231613093;10/18/2023 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
231609740;07/02/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231604544;01/16/2023 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
231612845;10/09/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231605804;02/26/2023 12:00:00 AM;Foothill   ;OTHER MISCELLANEOUS CRIME                               
231612710;10/04/2023 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
231608308;05/17/2023 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
231614191;11/18/2023 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
231612117;09/13/2023 12:00:00 AM;Foothill   ;ROBBERY                                                 
231608288;05/16/2023 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
231613440;10/28/2023 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
231614281;11/22/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231611106;08/14/2023 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
231609947;07/09/2023 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
231605192;02/05/2023 12:00:00 AM;Foothill   ;RAPE, FORCIBLE                                          
231610762;08/04/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231605157;02/04/2023 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
231608382;05/20/2023 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
231614637;12/03/2023 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
231612239;09/17/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231612718;10/04/2023 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
231606350;03/17/2023 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
231613371;10/26/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231610082;07/13/2023 12:00:00 AM;Foothill   ;ROBBERY                                                 
231611896;09/05/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231610569;07/29/2023 12:00:00 AM;Foothill   ;EXTORTION                                               
241604375;01/12/2024 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
231608150;05/11/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231613019;10/14/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231607343;04/17/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231610886;08/08/2023 12:00:00 AM;Foothill   ;ROBBERY                                                 
231612800;10/07/2023 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
231613036;10/15/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231610934;08/10/2023 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
231605338;02/09/2023 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
231606751;03/27/2023 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
231607838;05/01/2023 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
231606796;03/31/2023 12:00:00 AM;Foothill   ;RESISTING ARREST                                        
231606829;04/01/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231607098;04/09/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231613994;11/12/2023 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
231614479;11/28/2023 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
231614799;12/08/2023 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
231614584;12/01/2023 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
231610356;07/23/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231606053;03/07/2023 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
231611923;09/06/2023 12:00:00 AM;Foothill   ;SHOPLIFTING-GRAND THEFT ($950.01 & OVER)                
231609646;06/29/2023 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
231606961;04/04/2023 12:00:00 AM;Foothill   ;ARSON                                                   
231606546;03/23/2023 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
231607586;04/23/2023 12:00:00 AM;Foothill   ;VIOLATION OF TEMPORARY RESTRAINING ORDER                
231612685;10/02/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231604105;01/05/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
241607777;04/30/2024 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
231610032;07/12/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231608915;06/06/2023 12:00:00 AM;Foothill   ;BATTERY ON A FIREFIGHTER                                
231613470;10/29/2023 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
231612313;09/19/2023 12:00:00 AM;Foothill   ;INDECENT EXPOSURE                                       
231608222;05/15/2023 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
231614763;12/07/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231606005;03/05/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231609331;06/20/2023 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
231608387;05/20/2023 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
231614077;11/15/2023 12:00:00 AM;Foothill   ;FAILURE TO YIELD                                        
231614194;11/18/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231606234;03/13/2023 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
231613888;11/08/2023 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
231604539;01/17/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231609967;07/11/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231614856;12/11/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231612292;09/19/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231610212;07/18/2023 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
231611087;08/14/2023 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
231614526;11/28/2023 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
231600854;12/27/2023 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
231612552;09/28/2023 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
231611861;09/04/2023 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
231615280;12/23/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231605617;02/20/2023 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
231609410;06/22/2023 12:00:00 AM;Foothill   ;DOCUMENT FORGERY / STOLEN FELONY                        
231605899;03/01/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231605281;02/07/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231607524;04/21/2023 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
231612577;09/29/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231609156;06/13/2023 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
231613307;10/24/2023 12:00:00 AM;Foothill   ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
231604720;01/24/2023 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - ATTEMPT                      
231613197;10/21/2023 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
231607120;04/09/2023 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
231604961;01/30/2023 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
231612757;10/05/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231613269;10/23/2023 12:00:00 AM;Foothill   ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
231610860;08/07/2023 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
231600641;04/06/2023 12:00:00 AM;Foothill   ;OTHER MISCELLANEOUS CRIME                               
231609000;06/08/2023 12:00:00 AM;Foothill   ;ROBBERY                                                 
231607849;05/01/2023 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
231609894;07/07/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231614734;12/06/2023 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
231605767;02/24/2023 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
231610200;07/17/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231605742;02/23/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231614401;11/26/2023 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
231608317;05/18/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231605948;03/03/2023 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
231610208;07/18/2023 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
231615419;12/28/2023 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
231607572;04/23/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231606713;03/28/2023 12:00:00 AM;Foothill   ;BATTERY WITH SEXUAL CONTACT                             
231604647;01/20/2023 12:00:00 AM;Foothill   ;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD                 
231606331;03/16/2023 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
231609692;07/01/2023 12:00:00 AM;Foothill   ;ROBBERY                                                 
231614154;11/17/2023 12:00:00 AM;Foothill   ;BURGLARY FROM VEHICLE                                   
231604389;01/11/2023 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
231606631;03/25/2023 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
231609636;06/29/2023 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
231604467;01/14/2023 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
231607369;04/17/2023 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
231615468;12/30/2023 12:00:00 AM;Foothill   ;VEHICLE - ATTEMPT STOLEN                                
231608914;06/06/2023 12:00:00 AM;Foothill   ;BATTERY ON A FIREFIGHTER                                
231606106;03/09/2023 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
231604410;01/12/2023 12:00:00 AM;Foothill   ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
231607070;04/08/2023 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
231604013;01/01/2023 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
231609072;06/11/2023 12:00:00 AM;Foothill   ;VIOLATION OF TEMPORARY RESTRAINING ORDER                
231611857;09/04/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231605403;02/12/2023 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
231612682;10/02/2023 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
231611058;08/12/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231607330;04/15/2023 12:00:00 AM;Foothill   ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
231607617;04/25/2023 12:00:00 AM;Foothill   ;ROBBERY                                                 
231612087;08/26/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231613921;11/10/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231606007;03/05/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231606306;03/15/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231614272;11/21/2023 12:00:00 AM;Foothill   ;BURGLARY, ATTEMPTED                                     
231609036;06/09/2023 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
231605209;02/06/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231607568;04/23/2023 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
231612604;09/29/2023 12:00:00 AM;Foothill   ;VEHICLE - ATTEMPT STOLEN                                
241604552;01/19/2024 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231614278;11/22/2023 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
231610075;07/13/2023 12:00:00 AM;Foothill   ;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)
231615274;12/22/2023 12:00:00 AM;Foothill   ;OTHER MISCELLANEOUS CRIME                               
231615335;12/25/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231608615;05/27/2023 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
231609053;06/10/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231607062;04/08/2023 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER            
231612888;10/10/2023 12:00:00 AM;Foothill   ;BRANDISH WEAPON                                         
231604292;01/10/2023 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
231608474;05/23/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231606121;03/09/2023 12:00:00 AM;Foothill   ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
231606218;03/13/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231611721;09/02/2023 12:00:00 AM;Foothill   ;CONTEMPT OF COURT                                       
231613764;11/05/2023 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
231607772;04/28/2023 12:00:00 AM;Foothill   ;INTIMATE PARTNER - SIMPLE ASSAULT                       
231609957;07/10/2023 12:00:00 AM;Foothill   ;BATTERY POLICE (SIMPLE)                                 
231611733;08/31/2023 12:00:00 AM;Foothill   ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
231614867;12/11/2023 12:00:00 AM;Foothill   ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
231615238;12/21/2023 12:00:00 AM;Foothill   ;KIDNAPPING                                              
231610740;08/03/2023 12:00:00 AM;Foothill   ;VIOLATION OF COURT ORDER                                
231607608;04/24/2023 12:00:00 AM;Foothill   ;BURGLARY                                                
231610603;07/30/2023 12:00:00 AM;Foothill   ;VIOLATION OF RESTRAINING ORDER                          
231607969;05/04/2023 12:00:00 AM;Foothill   ;ROBBERY                                                 
231611431;08/22/2023 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
231611678;08/30/2023 12:00:00 AM;Foothill   ;THEFT OF IDENTITY                                       
231615457;12/29/2023 12:00:00 AM;Foothill   ;VEHICLE - STOLEN                                        
231604592;01/19/2023 12:00:00 AM;Foothill   ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
231610524;07/27/2023 12:00:00 AM;Foothill   ;BATTERY - SIMPLE ASSAULT                                
231605669;02/21/2023 12:00:00 AM;Foothill   ;THEFT PLAIN - PETTY ($950 & UNDER)                      
